course_id,subject_area,course_title,avg_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,dfw_rate,total_letter_grades,total_all_grades,total_dfw,total_A,total_B,total_C,total_D,total_F
GENDER 103,GENDER,Knowledge,3.821,91.37,3.96,2.16,1.08,1.44,2.46,278,284,7,254,11,6,3,4
GENDER 104,GENDER,Bodies,3.876,89.84,8.85,1.31,0.0,0.0,0.0,305,306,0,274,27,4,0,0
GENDER 117,GENDER,Introduction to Queer Latina/Latino Studies,3.202,45.0,42.5,7.5,0.0,5.0,5.0,40,40,2,18,17,3,0,2
GENDER 119,GENDER,Racial Violence and Law,3.824,88.61,10.13,1.27,0.0,0.0,1.25,79,80,1,70,8,1,0,0
GENDER 123,GENDER,"Gender, Race, and Class in Latin American Literature and Film, 1850 to 1950",3.727,80.33,14.75,3.28,0.82,0.82,1.63,122,123,2,98,18,4,1,1
GENDER 131,GENDER,Feminist Politics in Korea and Diaspora,3.942,96.15,3.85,0.0,0.0,0.0,0.0,78,80,0,75,3,0,0,0
GENDER 134,GENDER,"Gender, Science, and Theory",3.652,81.25,10.42,4.17,0.0,4.17,3.7,48,54,2,39,5,2,0,2
GENDER 141,GENDER,"Gender, Culture, and Capitalism",3.873,93.1,4.21,1.92,0.0,0.77,0.76,261,263,2,243,11,5,0,2
GENDER 142,GENDER,"Race, Gender, and Punishment",3.977,96.77,3.23,0.0,0.0,0.0,0.0,31,32,0,30,1,0,0,0
GENDER 153,GENDER,Gender and Comics,3.928,94.0,6.0,0.0,0.0,0.0,0.0,50,53,0,47,3,0,0,0
GENDER 185,GENDER,Special Topics in Gender Studies,3.856,90.69,7.23,1.45,0.06,0.57,0.72,1590,1664,12,1442,115,23,1,9
GENDER 187,GENDER,Senior Research Seminar: Gender Studies,3.883,93.17,4.82,1.61,0.0,0.4,0.38,249,261,1,232,12,4,0,1
GENDER 201,GENDER,Introduction to Interdisciplinary Methods in Gender Studies,3.975,97.5,2.5,0.0,0.0,0.0,0.0,40,42,0,39,1,0,0,0
GENDER 202,GENDER,Key Theories and Concepts in Gender Studies,3.982,100.0,0.0,0.0,0.0,0.0,0.0,51,52,0,51,0,0,0,0
GENDER 205,GENDER,Subfields in Gender Studies,3.985,100.0,0.0,0.0,0.0,0.0,0.0,80,84,0,80,0,0,0,0
GENDER M111,GENDER,Women and Film,3.952,95.83,4.17,0.0,0.0,0.0,0.0,48,50,0,46,2,0,0,0
GENDER M114,GENDER,"Introduction to Lesbian, Gay, Bisexual, Transgender, and Queer Studies",3.777,85.65,10.31,2.24,0.9,0.9,2.09,223,239,5,191,23,5,2,2
GENDER M133C,GENDER,History of Prostitution,3.483,67.82,25.29,3.45,1.15,2.3,3.19,87,94,3,59,22,3,1,2
GENDER M136,GENDER,Music and Gender,3.965,96.15,3.85,0.0,0.0,0.0,0.0,78,78,0,75,3,0,0,0
GENDER M146,GENDER,Feminist Geography,3.512,75.0,18.75,3.12,0.0,3.12,5.56,32,36,2,24,6,1,0,1
GENDER M149,GENDER,"Media: Gender, Race, Class, and Sexuality",3.717,85.37,7.32,4.88,0.0,2.44,2.44,41,41,1,35,3,2,0,1
GENDER M162,GENDER,Sociology of Gender,3.55,70.81,20.54,6.49,0.54,1.62,2.09,185,191,4,131,38,12,1,3
GENDER M164,GENDER,Politics of Reproduction,3.572,75.0,18.75,3.12,3.12,0.0,2.94,32,34,1,24,6,1,1,0
GENDER M174,GENDER,Sociology of Family,3.774,83.02,11.32,5.66,0.0,0.0,1.72,53,58,1,44,6,3,0,0
GENDER M180B,GENDER,Historical Perspectives on Gender and Science,3.845,88.41,7.25,4.35,0.0,0.0,0.0,69,76,0,61,5,3,0,0
GENDER M185A,GENDER,Special Topics in American Indian and Gender Studies,3.843,85.0,15.0,0.0,0.0,0.0,0.0,40,42,0,34,6,0,0,0
GEOG 1,GEOG,Earth's Physical Environment,3.443,60.75,28.17,8.48,1.7,0.9,3.02,884,928,28,537,249,75,15,8
GEOG 106,GEOG,World Vegetation,3.526,62.4,31.33,5.74,0.0,0.52,0.5,383,397,2,239,120,22,0,2
GEOG 107,GEOG,Forest Ecosystems,3.758,81.85,14.52,3.63,0.0,0.0,0.0,303,312,0,248,44,11,0,0
GEOG 109,GEOG,Biogeography of Plant and Animal Invasions,3.318,53.57,31.25,12.5,0.89,1.79,3.51,112,114,4,60,35,14,1,2
GEOG 115,GEOG,Natural Climate Solutions,3.833,93.33,4.44,0.0,0.0,2.22,2.22,45,45,1,42,2,0,0,1
GEOG 116,GEOG,Climatology,2.905,36.36,29.55,29.55,0.0,4.55,4.08,44,49,2,16,13,13,0,2
GEOG 117,GEOG,Tropical Climatology,3.189,35.96,52.81,6.74,1.12,3.37,4.21,89,95,4,32,47,6,1,3
GEOG 119,GEOG,Global Climatology and Climate Change,3.413,64.88,23.21,8.33,0.6,2.98,3.51,168,171,6,109,39,14,1,5
GEOG 120,GEOG,Hydrology,3.669,84.38,6.25,6.25,0.0,3.12,3.12,32,32,1,27,2,2,0,1
GEOG 130,GEOG,Food and Environment,3.762,89.8,8.16,0.34,0.0,1.7,1.95,294,308,6,264,24,1,0,5
GEOG 133,GEOG,Humid Tropics,3.822,85.22,14.78,0.0,0.0,0.0,0.0,230,230,0,196,34,0,0,0
GEOG 136,GEOG,Health and Global Environment,3.328,52.1,33.61,10.08,3.36,0.84,4.07,119,123,5,62,40,12,4,1
GEOG 138,GEOG,Wildlife Conservation in Eastern and Southern Africa,3.23,44.69,41.59,11.5,1.33,0.88,2.55,226,235,6,101,94,26,3,2
GEOG 140,GEOG,Social Geography,3.386,55.32,32.62,8.51,2.84,0.71,3.47,141,144,5,78,46,12,4,1
GEOG 145,GEOG,Slavery and Human Trafficking,2.963,42.06,30.95,14.29,8.73,3.97,13.87,126,137,19,53,39,18,11,5
GEOG 146,GEOG,Environmental Justice and Climate Change,3.826,90.91,5.68,2.27,0.57,0.57,1.1,352,363,4,320,20,8,2,2
GEOG 147,GEOG,Environmental Politics and Policy,3.806,90.13,5.83,0.9,2.69,0.45,3.11,223,225,7,201,13,2,6,1
GEOG 148,GEOG,Political Geography,3.461,62.11,26.32,8.95,1.58,1.05,2.6,190,192,5,118,50,17,3,2
GEOG 149,GEOG,"Border Studies: Globalization, Nation, Identity",3.497,62.79,30.23,4.65,1.55,0.78,2.31,129,130,3,81,39,6,2,1
GEOG 150,GEOG,Economic Geography,3.46,54.87,43.36,0.88,0.0,0.88,0.84,113,119,1,62,49,1,0,1
GEOG 158,GEOG,Population Geography,2.893,33.23,34.19,23.32,7.03,2.24,10.48,313,334,35,104,107,73,22,7
GEOG 160,GEOG,Urban Geography,3.768,86.32,10.11,1.68,0.21,1.68,1.8,475,499,9,410,48,8,1,8
GEOG 161,GEOG,Cities and Social Difference,3.742,85.32,9.17,3.67,0.0,1.83,1.77,109,113,2,93,10,4,0,2
GEOG 162,GEOG,Ethnicity in American Cities,3.236,46.83,34.63,14.15,2.44,1.95,4.55,205,220,10,96,71,29,5,4
GEOG 171A,GEOG,North America,3.747,82.07,14.13,2.72,1.09,0.0,1.06,184,189,2,151,26,5,2,0
GEOG 171B,GEOG,California,3.077,34.55,49.09,12.73,0.91,2.73,6.9,110,116,8,38,54,14,1,3
GEOG 171C,GEOG,Metropolitan Los Angeles,3.066,33.61,48.74,14.29,1.68,1.68,3.97,119,126,5,40,58,17,2,2
GEOG 172A,GEOG,Spanish South America,3.714,79.04,20.62,0.34,0.0,0.0,0.0,291,298,0,230,60,1,0,0
GEOG 172C,GEOG,Brazil,3.793,86.98,12.5,0.0,0.0,0.52,0.5,192,199,1,167,24,0,0,1
GEOG 173A,GEOG,Cities of Europe,3.736,77.63,21.0,0.91,0.0,0.46,0.44,219,226,1,170,46,2,0,1
GEOG 174A,GEOG,The Mediterranean World,3.34,55.34,31.07,10.19,0.49,2.91,3.76,206,213,8,114,64,21,1,6
GEOG 175B,GEOG,Contemporary China,3.502,61.84,30.26,6.25,0.66,0.99,1.82,304,330,6,188,92,19,2,3
GEOG 178,GEOG,Conservation Geography Field and Professional Practices,4.0,100.0,0.0,0.0,0.0,0.0,0.0,49,49,0,49,0,0,0,0
GEOG 180,GEOG,Cartography,3.333,55.64,30.55,10.91,0.73,2.18,3.91,275,281,11,153,84,30,2,6
GEOG 181A,GEOG,Intermediate Geographic Information Systems,3.315,56.72,30.32,7.33,1.22,4.4,5.98,409,435,26,232,124,30,5,18
GEOG 181B,GEOG,Advanced Geographic Information Systems,3.504,62.22,31.67,5.0,0.0,1.11,1.04,180,193,2,112,57,9,0,2
GEOG 181C,GEOG,Geographic Information Systems Programming and Development,3.547,63.57,31.78,4.65,0.0,0.0,0.0,129,137,0,82,41,6,0,0
GEOG 182A,GEOG,Introduction to Remote Sensing,3.775,85.06,11.69,2.27,0.0,0.97,1.25,308,320,4,262,36,7,0,3
GEOG 182B,GEOG,Remote Sensing: Digital Image Processing and Analysis,3.58,64.41,29.66,5.93,0.0,0.0,0.0,118,128,0,76,35,7,0,0
GEOG 182C,GEOG,Advanced Remote Sensing,3.477,70.45,15.91,9.09,0.0,4.55,3.85,44,52,2,31,7,4,0,2
GEOG 184,GEOG,Environmental Modeling,3.406,53.85,38.46,5.77,0.0,1.92,1.92,52,52,1,28,20,3,0,1
GEOG 185,GEOG,Field Methods in Physical Geography,3.591,65.62,34.38,0.0,0.0,0.0,0.0,32,32,0,21,11,0,0,0
GEOG 191,GEOG,Variable Topics Research Seminars: Geography,3.734,76.98,21.43,0.79,0.79,0.0,0.78,126,129,1,97,27,1,1,0
GEOG 2,GEOG,Biodiversity in Changing World,3.586,72.3,18.96,6.88,1.12,0.74,3.31,538,574,19,389,102,37,6,4
GEOG 200A,GEOG,History and Structure of Modern Geography,4.0,100.0,0.0,0.0,0.0,0.0,0.0,31,33,0,31,0,0,0,0
GEOG 3,GEOG,Cultural Geography  ,3.685,79.36,15.83,3.11,0.8,0.9,1.84,998,1035,19,792,158,31,8,9
GEOG 4,GEOG,Globalization: Regional Development and World Economy,3.436,64.33,25.96,4.97,1.13,3.61,4.87,443,472,23,285,115,22,5,16
GEOG 401,GEOG,Applied Geospatial Data Science,3.749,83.78,12.16,0.0,0.0,4.05,3.9,74,77,3,62,9,0,0,3
GEOG 410,GEOG,Geospatial Databases and Data Management,3.788,92.42,3.03,0.0,0.0,4.55,4.29,66,70,3,61,2,0,0,3
GEOG 411,GEOG,Geospatial Imagery Analysis,3.539,71.88,18.75,6.25,0.0,3.12,3.03,64,66,2,46,12,4,0,2
GEOG 412,GEOG,Programming for Geospatial Data Science I,3.844,89.61,7.79,1.3,0.0,1.3,1.3,77,77,1,69,6,1,0,1
GEOG 413,GEOG,Applied Geospatial Statistics,3.588,67.65,30.88,0.0,0.0,1.47,1.45,68,69,1,46,21,0,0,1
GEOG 414,GEOG,Programming for Geospatial Data Science II,3.96,96.0,4.0,0.0,0.0,0.0,0.0,75,76,0,72,3,0,0,0
GEOG 415,GEOG,Geospatial Data Science Futures,3.535,66.18,23.53,7.35,0.0,2.94,2.7,68,74,2,45,16,5,0,2
GEOG 498,GEOG,Capstone I: Geospatial Research Methods,3.713,80.65,12.9,6.45,0.0,0.0,0.0,31,31,0,25,4,2,0,0
GEOG 5,GEOG,People and Earth's Ecosystems,3.681,77.49,17.63,3.76,0.54,0.58,1.2,2603,2749,33,2017,459,98,14,15
GEOG 6,GEOG,World Regions: Concepts and Contemporary Issues,3.399,64.44,22.83,8.08,2.83,1.82,4.63,495,497,23,319,113,40,14,9
GEOG 7,GEOG,Introduction to Geographic Information Systems,3.626,77.16,16.02,3.9,0.87,2.06,3.19,1848,1974,63,1426,296,72,16,38
GEOG 8,GEOG,Geographies of Sustainability and Unsustainability,3.617,73.39,22.94,1.83,0.0,1.83,1.63,109,123,2,80,25,2,0,2
GEOG M102,GEOG,Soils and Environment,3.085,48.48,29.7,12.12,5.45,4.24,13.64,165,176,24,80,49,20,9,7
GEOG M102L,GEOG,Soils and Environment: Field,3.534,65.79,23.68,7.89,2.63,0.0,2.63,38,38,1,25,9,3,1,0
GEOG M110,GEOG,Ecosystem Ecology,3.615,72.19,22.49,4.14,0.59,0.59,1.14,169,176,2,122,38,7,1,1
GEOG M118,GEOG,Applied Climatology: Principles of Climate Impact on Natural Environment,3.336,50.0,37.5,10.71,1.79,0.0,1.69,56,59,1,28,21,6,1,0
GEOG M126,GEOG,Environmental Change,3.499,61.06,32.09,6.23,0.62,0.0,0.92,321,326,3,196,103,20,2,0
GEOG M131,GEOG,Human Impact on Biophysical Environment,3.652,75.8,16.56,6.37,1.27,0.0,1.85,157,162,3,119,26,10,2,0
GEOG M142,GEOG,Past People and Their Lessons for Our Own Future,3.936,95.35,4.65,0.0,0.0,0.0,0.0,86,86,0,82,4,0,0,0
GEOG M144,GEOG,Feminist Geography,3.522,74.55,19.09,2.73,0.0,3.64,3.36,110,119,4,82,21,3,0,4
GERMAN 1,GERMAN,Elementary German,3.613,78.71,12.85,4.22,1.61,2.61,5.3,498,604,32,392,64,21,8,13
GERMAN 104,GERMAN,"German Film in Cultural Context, 1945 to Present",3.773,86.52,12.36,1.12,0.0,0.0,1.06,89,94,1,77,11,1,0,0
GERMAN 110,GERMAN,Special Topics in Modern Literature and Culture,3.906,92.42,7.58,0.0,0.0,0.0,0.0,66,66,0,61,5,0,0,0
GERMAN 112,GERMAN,Feminist Issues in German Literature and Culture,3.83,87.5,12.5,0.0,0.0,0.0,2.27,40,44,1,35,5,0,0,0
GERMAN 2,GERMAN,Elementary German,3.721,82.58,11.15,4.53,0.0,1.74,2.03,287,345,7,237,32,13,0,5
GERMAN 3,GERMAN,Elementary German,3.629,78.73,12.67,4.07,0.9,3.62,4.09,221,269,11,174,28,9,2,8
GERMAN 59,GERMAN,Holocaust in Film and Literature,3.814,89.22,8.19,1.72,0.0,0.86,0.78,232,257,2,207,19,4,0,2
GERMAN 61A,GERMAN,Modern Metropolis: Berlin,3.738,86.36,8.18,1.82,1.82,1.82,4.42,110,113,5,95,9,2,2,2
GJ STDS 101,GJ STDS,Cross-Cultural Perspectives in Jazz,3.955,98.67,1.33,0.0,0.0,0.0,0.0,75,77,0,74,1,0,0,0
GJ STDS 122A,GJ STDS,Jazz Styles and Analysis: Early Jazz to Swing Era,3.226,51.95,27.27,16.88,3.9,0.0,3.85,77,78,3,40,21,13,3,0
GJ STDS 122B,GJ STDS,Jazz Styles and Analysis: Bebop to Avant-garde,3.827,87.88,6.06,6.06,0.0,0.0,0.0,66,68,0,58,4,4,0,0
GJ STDS 122C,GJ STDS,Jazz Styles and Analysis: Jazz since Sixties,3.755,82.76,17.24,0.0,0.0,0.0,0.0,58,58,0,48,10,0,0,0
GJ STDS 125,GJ STDS,Jazz Arranging and Orchestration,3.616,68.75,23.44,4.69,3.12,0.0,2.94,64,68,2,44,15,3,2,0
GJ STDS 127A,GJ STDS,Jazz Keyboard Harmony I,3.545,65.15,24.24,10.61,0.0,0.0,0.0,66,68,0,43,16,7,0,0
GJ STDS 127B,GJ STDS,Jazz Keyboard Harmony II,3.468,59.32,33.9,5.08,1.69,0.0,1.69,59,59,1,35,20,3,1,0
GJ STDS 127C,GJ STDS,Jazz Keyboard Harmony III,3.7,80.65,14.52,4.84,0.0,0.0,0.0,62,66,0,50,9,3,0,0
GJ STDS 129A,GJ STDS,Jazz Theory and Improvisation I,3.56,70.15,19.4,8.96,1.49,0.0,1.49,67,67,1,47,13,6,1,0
GJ STDS 129B,GJ STDS,Jazz Theory and Improvisation II,3.869,94.55,5.45,0.0,0.0,0.0,0.0,55,55,0,52,3,0,0,0
GJ STDS 129C,GJ STDS,Jazz Theory and Improvisation III,4.0,100.0,0.0,0.0,0.0,0.0,0.0,56,56,0,56,0,0,0,0
GJ STDS 176A,GJ STDS,Large Jazz Ensembles: Contemporary Jazz Ensemble,3.974,98.55,0.72,0.72,0.0,0.0,0.0,138,138,0,136,1,1,0,0
GJ STDS 176B,GJ STDS,Large Jazz Ensembles: Charles Mingus Ensemble,4.0,100.0,0.0,0.0,0.0,0.0,0.0,59,59,0,59,0,0,0,0
GJ STDS 176C,GJ STDS,Large Jazz Ensembles: UCLA Jazz Orchestra,4.0,100.0,0.0,0.0,0.0,0.0,0.0,112,112,0,112,0,0,0,0
GJ STDS 176D,GJ STDS,Large Jazz Ensembles: UCLA Afro Latin Jazz Orchestra,3.987,99.25,0.0,0.75,0.0,0.0,0.0,134,134,0,133,0,1,0,0
GJ STDS 176H,GJ STDS,Large Jazz Ensembles: Commercial Music Studio Ensemble,3.984,99.52,0.48,0.0,0.0,0.0,0.0,210,210,0,209,1,0,0,0
GJ STDS 186A,GJ STDS,Capstone Seminar,4.0,100.0,0.0,0.0,0.0,0.0,0.0,42,42,0,42,0,0,0,0
GJ STDS 186B,GJ STDS,Capstone,4.0,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
GJ STDS 188,GJ STDS,Special Topics in Global Jazz Studies,3.732,66.67,33.33,0.0,0.0,0.0,0.0,69,75,0,46,23,0,0,0
GJ STDS M25,GJ STDS,Global Pop,3.932,95.61,4.39,0.0,0.0,0.0,0.0,114,115,0,109,5,0,0,0
GJ STDS M50A,GJ STDS,Jazz in American Culture: Late 19th Century through 1940s,3.764,82.67,14.67,0.0,1.33,1.33,2.6,75,77,2,62,11,0,1,1
GJ STDS M50B,GJ STDS,Jazz in American Culture: 1940s to Present,3.656,84.42,6.49,5.19,0.0,3.9,3.9,77,77,3,65,5,4,0,3
GLB HLT 100,GLB HLT,Global Health and Development,3.926,95.16,4.15,0.69,0.0,0.0,0.0,868,889,0,826,36,6,0,0
GLB HLT 130,GLB HLT,Critical Global Health: Cases and Concepts,3.765,80.56,16.67,2.78,0.0,0.0,0.0,72,74,0,58,12,2,0,0
GLB HLT 140,GLB HLT,Equity-Focused Program Evaluation in Global Health: Theory and Practice,3.9,93.48,4.35,2.17,0.0,0.0,0.0,46,46,0,43,2,1,0,0
GLB HLT 160,GLB HLT,Selected Topics in Global Health,3.885,93.94,4.04,1.52,0.0,0.51,0.48,198,207,1,186,8,3,0,1
GLB HLT 191,GLB HLT,Variable Topics Senior Research Seminar: Global Health,3.731,84.62,11.54,0.96,0.96,1.92,2.83,104,106,3,88,12,1,1,2
GLBL ST 1,GLBL ST,Introduction to Globalization,3.676,78.03,17.67,2.83,0.68,0.79,1.53,883,918,14,689,156,25,6,7
GLBL ST 102,GLBL ST,Globalization: Markets and Resources,3.563,66.82,28.92,3.36,0.22,0.67,0.89,446,451,4,298,129,15,1,3
GLBL ST 103,GLBL ST,Globalization: Governance and Conflict,3.887,92.1,7.73,0.17,0.0,0.0,0.0,595,595,0,548,46,1,0,0
GLBL ST 104,GLBL ST,Globalization: Culture and Society,3.934,95.53,3.72,0.25,0.25,0.25,0.48,403,418,2,385,15,1,1,1
GLBL ST 110A,GLBL ST,Globalization in Context,3.951,98.11,1.89,0.0,0.0,0.0,0.0,159,163,0,156,3,0,0,0
GLBL ST 110B,GLBL ST,Globalization in Context Research Seminar,3.937,95.6,4.4,0.0,0.0,0.0,0.0,159,161,0,152,7,0,0,0
GLBL ST 113AD,GLBL ST,Globalization in Context: Governance and Conflict,3.806,87.23,10.64,2.13,0.0,0.0,0.0,47,47,0,41,5,1,0,0
GLBL ST 113BD,GLBL ST,Globalization in Context Seminar: World Governance,3.806,87.23,10.64,2.13,0.0,0.0,0.0,47,47,0,41,5,1,0,0
GLBL ST 114AD,GLBL ST,Globalization in Context: Culture and Society,3.952,96.97,3.03,0.0,0.0,0.0,0.0,33,33,0,32,1,0,0,0
GLBL ST 114BD,GLBL ST,Globalization in Context Seminar: World Culture and Society,3.952,96.97,3.03,0.0,0.0,0.0,0.0,33,33,0,32,1,0,0,0
GLBL ST 140,GLBL ST,Hollywood and America's Global Image,3.976,99.47,0.0,0.0,0.0,0.53,0.5,188,199,1,187,0,0,0,1
GLBL ST 141,GLBL ST,Hollywood and Tales of Underrepresented Communities,3.989,100.0,0.0,0.0,0.0,0.0,1.69,56,59,1,56,0,0,0,0
GLBL ST 145,GLBL ST,"Rethinking Global Capitalism: Race, Class, Gender, History",3.831,91.18,4.41,2.94,1.47,0.0,1.43,68,70,1,62,3,2,1,0
GLBL ST 160,GLBL ST,Selected Topics in Global Studies,3.761,81.58,16.67,1.1,0.0,0.66,0.64,456,468,3,372,76,5,0,3
GLBL ST 191,GLBL ST,Variable Topics Research Seminars: Global Studies--Senior Seminar,3.675,72.64,25.0,1.89,0.47,0.0,0.47,212,215,1,154,53,4,1,0
GLBL ST 194,GLBL ST,Research Group Seminars: Global Studies,3.84,93.02,0.0,6.98,0.0,0.0,0.0,43,58,0,40,0,3,0,0
GLBL ST M161,GLBL ST,Special Topics in Global Studies and Public Policy,3.804,92.0,5.6,0.8,0.0,1.6,1.55,125,129,2,115,7,1,0,2
HEBREW 110A,HEBREW,"Introduction to Biblical Hebrew: Phonology, Morphology, and Structure of Biblical Hebrew",3.867,89.74,10.26,0.0,0.0,0.0,0.0,39,44,0,35,4,0,0,0
HEBREW 1A,HEBREW,Elementary Hebrew,3.906,92.42,7.58,0.0,0.0,0.0,0.0,66,72,0,61,5,0,0,0
HEBREW 1B,HEBREW,Elementary Hebrew,3.959,96.43,3.57,0.0,0.0,0.0,1.64,56,61,1,54,2,0,0,0
HEBREW 1C,HEBREW,Elementary Hebrew,3.97,97.73,2.27,0.0,0.0,0.0,0.0,44,48,0,43,1,0,0,0
HIN-URD 1,HIN-URD,Introductory Hindi-Urdu,3.902,95.72,3.5,0.0,0.0,0.78,1.06,257,283,3,246,9,0,0,2
HIN-URD 2,HIN-URD,Introductory Hindi-Urdu,3.928,95.11,4.35,0.54,0.0,0.0,0.0,184,193,0,175,8,1,0,0
HIN-URD 3,HIN-URD,Introductory Hindi-Urdu,3.928,93.41,5.99,0.6,0.0,0.0,0.0,167,174,0,156,10,1,0,0
HIST 101,HIST,Topics in World History,3.675,75.48,22.58,0.0,0.0,1.94,2.52,155,159,4,117,35,0,0,3
HIST 102A,HIST,Iran and Persianate World,3.607,64.75,33.61,1.64,0.0,0.0,0.0,122,130,0,79,41,2,0,0
HIST 105A,HIST,"Survey of Middle East, 500 to Present: 500 to 1300",3.586,55.81,44.19,0.0,0.0,0.0,0.0,43,45,0,24,19,0,0,0
HIST 105B,HIST,"Survey of Middle East, 500 to Present: 1300 to 1700",3.42,55.41,36.49,8.11,0.0,0.0,2.63,74,76,2,41,27,6,0,0
HIST 105C,HIST,"Survey of Middle East, 500 to Present: 1700 to Present",3.754,80.49,19.51,0.0,0.0,0.0,0.0,123,136,0,99,24,0,0,0
HIST 107A,HIST,"Armenian History: Armenia in Ancient and Medieval Times, 2nd Millennium BC to AD 11th Century",3.733,82.69,15.38,1.92,0.0,0.0,0.0,52,54,0,43,8,1,0,0
HIST 107C,HIST,"Armenian History: Armenia in Modern and Contemporary Times, 19th and 20th Centuries",3.636,69.64,25.0,3.57,1.79,0.0,1.69,56,59,1,39,14,2,1,0
HIST 109B,HIST,"History of Israeli-Palestinian Conflict, 1881 to Present",3.764,83.01,16.99,0.0,0.0,0.0,0.0,312,348,0,259,53,0,0,0
HIST 10B,HIST,"History of Africa, 1800 to Present",3.87,92.52,5.1,1.41,0.35,0.62,1.19,1137,1176,14,1052,58,16,4,7
HIST 111B,HIST,Topics in Middle Eastern History: Early Modern,3.863,94.46,3.32,0.83,0.83,0.55,1.35,361,371,5,341,12,3,3,2
HIST 111C,HIST,Topics in Middle Eastern History: Modern,3.913,97.44,1.28,0.77,0.0,0.51,0.5,390,399,2,380,5,3,0,2
HIST 113A,HIST,History of Ancient Greece: Rise of Greek City-State,3.25,44.83,40.39,11.33,2.46,0.99,3.29,203,213,7,91,82,23,5,2
HIST 113B,HIST,History of Ancient Greece: Classical Period,2.934,42.11,30.99,11.7,8.77,6.43,16.29,171,178,29,72,53,20,15,11
HIST 114A,HIST,History of Rome to Death of Caesar,3.381,56.52,34.78,5.43,0.54,2.72,3.12,184,192,6,104,64,10,1,5
HIST 114B,HIST,History of Rome from Death of Caesar to Time of Constantine,3.308,47.37,42.11,5.26,2.63,2.63,4.88,114,123,6,54,48,6,3,3
HIST 115,HIST,Topics in Ancient History,3.73,82.24,15.57,1.09,0.0,1.09,1.04,366,386,4,301,57,4,0,4
HIST 116A,HIST,Byzantine History,3.097,36.79,43.52,16.58,0.52,2.59,3.24,193,216,7,71,84,32,1,5
HIST 116B,HIST,Byzantine History,2.992,43.65,38.89,5.56,1.59,10.32,11.11,126,144,16,55,49,7,2,13
HIST 119D,HIST,Topics in Medieval History,3.684,81.93,12.05,2.41,1.2,2.41,3.57,83,84,3,68,10,2,1,2
HIST 11A,HIST,History of China: To 1000,3.319,56.45,33.87,4.03,0.81,4.84,7.24,124,152,11,70,42,5,1,6
HIST 11B,HIST,"History of China, circa 1000 to 2000",3.535,69.43,24.45,2.62,0.87,2.62,3.53,229,255,9,159,56,6,2,6
HIST 120A,HIST,"East-Central Europe: Long 19th Century, 1780 to 1914",3.75,77.98,22.02,0.0,0.0,0.0,0.0,109,109,0,85,24,0,0,0
HIST 120B,HIST,"East-Central Europe: Short 20th Century, 1918 to 1990",3.702,77.63,19.32,2.37,0.34,0.34,0.65,295,309,2,229,57,7,1,1
HIST 120D,HIST,"Film and History: Central and Eastern Europe, 1945 to 1989",3.708,81.11,15.17,2.17,0.62,0.93,1.46,323,343,5,262,49,7,2,3
HIST 122A,HIST,"Cultural and Intellectual History of Modern Europe, 15th Century",3.904,93.52,5.99,0.0,0.0,0.5,0.49,401,407,2,375,24,0,0,2
HIST 124B,HIST,"History of France: France, 1715 to 1871",3.599,69.86,26.03,1.37,0.0,2.74,4.0,73,75,3,51,19,1,0,2
HIST 124C,HIST,"History of France: Making of Modern France, 1871 to Present",3.617,72.87,23.94,1.6,0.0,1.6,1.55,188,194,3,137,45,3,0,3
HIST 125B,HIST,"Global German History in an Age of Empire, 1770s to 1914",3.592,66.67,31.25,0.0,0.0,2.08,2.08,48,48,1,32,15,0,0,1
HIST 125C,HIST,20th-Century Germany,3.325,48.3,43.54,4.76,0.0,3.4,3.36,147,149,5,71,64,7,0,5
HIST 127B,HIST,History of Russia: Imperial Russia from Peter the Great to Nicholas II,3.275,52.24,37.31,2.99,1.49,5.97,6.58,67,76,5,35,25,2,1,4
HIST 127C,HIST,History of Russia: Revolutionary Russia and Soviet Union,3.534,65.76,27.79,5.71,0.0,0.74,0.71,403,425,3,265,112,23,0,3
HIST 127D,HIST,History of Russia: Culture and Society in Imperial Russia,2.871,51.43,22.86,8.57,0.0,17.14,18.42,35,38,7,18,8,3,0,6
HIST 128C,HIST,"History of Italy, 1848 to Present",3.667,89.09,5.45,0.0,0.0,5.45,5.45,55,55,3,49,3,0,0,3
HIST 129A,HIST,"Social History of Spain and Portugal: Age of Silver in Spain and Portugal, 1479 to 1789",3.636,76.2,20.11,1.7,0.57,1.42,2.16,353,370,8,269,71,6,2,5
HIST 12B,HIST,Inequality: History of Neoliberalism,3.858,92.89,5.42,0.79,0.23,0.68,0.85,886,941,8,823,48,7,2,6
HIST 12C,HIST,Inequality: Global History of Anti-Colonial Thought and Struggle,3.794,85.63,13.17,1.2,0.0,0.0,0.0,167,175,0,143,22,2,0,0
HIST 12D,HIST,Inequality: Global History of Capitalism,3.938,96.23,1.89,1.89,0.0,0.0,0.0,53,58,0,51,1,1,0,0
HIST 130,HIST,History of European Political Thought,3.878,92.95,5.37,0.67,0.0,1.01,1.0,298,300,3,277,16,2,0,3
HIST 132,HIST,Topics in European History,3.493,65.67,26.12,5.22,1.12,1.87,2.91,268,275,8,176,70,14,3,5
HIST 135A,HIST,"Europe and World: Exploration and Conquest, 1400 to 1700",3.612,64.71,35.29,0.0,0.0,0.0,0.0,34,36,0,22,12,0,0,0
